Certification Type, Firm Name, Owners, Work Decsription, Business Profile, NAICS Codes, Physical Address, Mailing Address, Phone Number, Fax Number, Email Address, Website
DBE,"FOB Group, LLC","Abimbola F Fapohunda, Baba Fapohunda","Provides consulting services on nutrition, public health services/program administration, and energy consulting",,"541690, 621399, 923120",1203 Northwestern Drive  Monroeville PA 15146,1203 Northwestern Drive  Monroeville PA 15146,412-303-2024,412-856-6854,aof@fobgroup.com,http://www.fobgroup.com,
DBE,Fagan Sanitary Supply,Ms. MaryJane Fagan,Distribution of janitorial supplies,,423850,600 Grant Street  West Elizabeth PA 15088,600 Grant Street  West Elizabeth PA 15088,412-384-1700,412-384-3460,maryjane@fagansupply.com,http://www.fagansupply.com,
DBE,"Fargo Design Co., Inc.",Ms. Lisa Fargo,"Full-service web and graphic design studio providing web design and programing, branding (logos and stationary), print materials and advertising (ads, brochures, billboards, annual reports), illustration, packaging design, photography, and photo retouching",,541430,700 River Avenue  Pittsburgh PA 15212,700 River Avenue  Pittsburgh PA 15212,412-322-6100,,lisa@Fargodesignco.com,,
DBE,"Filly Fabricating, Inc.",Ms. Kory N Kiczan,Assembly work for transportation industry; supplier of related materials,,"423830, 423860, 488991, 488999","3916 Crooked Run Road, Suite A  North Versailles PA 15137","3916 Crooked Run Road, Suite A  North Versailles PA 15137",412-512-8341,,korykiczan@fillyfab.net,,
DBE,First Choice Drywall,Joseph Parker,"Hanging and finishing drywall, metal frame, acoustic ceilings, and painting",,"238130, 238310, 238320",940 Ottawa Drive  Youngstown OH 44511,940 Ottawa Drive  Youngstown OH 44511,330-783-3993,330-783-3993,firstchoicedrywall@gmail.com,,
ACDBE,"First Class Concessions, Inc.",Tasneem Vakharia,"Airport food, beverage and retail concessions",,"453220, 454210, 722310, 812199","11650 Iberia Place, Suite 201  San Diego CA 92128","11650 Iberia Place, Suite 201  San Diego CA 92128",858-487-8984,858-487-8987,vakharia@firstclassconcessions.com,http://www.firstclassconcessions.com,
DBE,"Floriated Interpretation, LLC",Elaine T Price,"Tropical plant, maintenance service provider for interior landscaping and nursery garden center",,"444220, 561730",4737 Second Avenue  Pittsburgh PA 15207,308 Winston St  Pittsburgh PA 15207,412-607-7886,,floriatedinterpretation@ymail.com,http://www.floriated.com,
DBE,Floura Teeter Landscape Architects,"Joan Floura, Aaron Teeter",Landscape architectural services,,541320,"800 N. Charles Street, Suite 300  Baltimore MD 21201","800 N. Charles Street, Suite 300  Baltimore MD 21201",410-528-8395,410-528-8425,jfloura@flourateeter.com,http://www.flourateeter.com,
DBE,"Fluxx Audio, Inc.",Ms. Monika Pugliano,Provides custom products for hearing protection and hearing enhancement solutions,,"334220, 334310, 339113, 423450, 423690, 423990",2960 Duss Avenue  Ambridge PA 15003,2960 Duss Avenue  Ambridge PA 15003,724-266-9270,724-266-6309,monika@fluxxaudio.com,https://www.fluxxaudio.com,
DBE,ForEva Solutions,Ms. Carol A Howe,Environmental consulting specializing in water treatment and urban water planning,,541620,1555 Spring Run Road Extension  Coraopolis PA 15108,1555 Spring Run Road Extension  Coraopolis PA 15108,412-310-7944,,chowe@forevasolutions.com,http://www.forevasolutions.com,
DBE,"Forella Group, LLC",R. Aguero,"A/E design services, cost estimating, construction management, and value engineering",,"236220, 237990, 541310, 541312, 541350, 541611","5180 Parkstone Drive, Suite 250  Chantilly VA 20151","5180 Parkstone Drive, Suite 250  Chantilly VA 20151",703-560-2200,703-277-3473,israel@forellagroup.com,http://www.forellagroup.com,
DBE,"Foresight Construction Services, LLC",Ms. Margaret Moore,"Construction management for highway, road, street, and bridge projects",,"237310, 541330","651 Holiday Drive, Suite 400  Pittsburgh PA 15220","651 Holiday Drive, Suite 400  Pittsburgh PA 15220",412-339-0233,412-774-2696,mtalarico@foresightcsllc.com,http://www.foresightconstructionservices.com,
DBE,"Fossil Consulting Services, Inc.","Herman Stone, Scott Hommel","Power and communication line and related structures construction; engineering services; process, physical distribution, and logistics consulting services; environmental consulting services;  other scientific and technical consulting services; and professional and management development training",,"237130, 541330, 541614, 541620, 541690","6325 Woodside Court, Ste 350  Columbia MD 21046","6325 Woodside Court, Ste 350  Columbia MD 21046",410-312-6240 x46,410-312-5261,kmitchell@fossilconsulting.com,http://fossilconsulting.com,
DBE,"Foursquare Integrated Transportation Planning, Inc.","Lora Byala, Gary Byala","Urban planning services, transportation planning consulting, and transportation management consulting services",,"541320, 541611, 541614","51 Monroe Street, Suite 1103  Rockville MD 20850","51 Monroe Street, Suite 1103  Rockville MD 20850",301-774-4566,301-917-3153,gbyala@foursquareitp.com,http://www.foursquareitp.com,
DBE,"Franco Associates, LP","Rebecca Snyder, Frances CostRevocableTrust, Franco Holdings",General contractor for commercial and institutional building construction; asbestos abatement services,,"236220, 562910","1501 Ardmore Boulevard, Suite 100  Pittsburgh PA 15221","1501 Ardmore Boulevard, Suite 100  Pittsburgh PA 15221",412-271-3228,412-823-2560,rsnyder@francoassoc.com,http://www.francoassoc.com,
DBE,"Freehling Lumber Co., Inc.",Ms. Rebecca F Boyd,Retail lumber yard and hardware store,,"423310, 444130, 444190",245 Marwood Road  Cabot PA 16023,245 Marwood Road  Cabot PA 16023,724-352-9425,724-352-4599,rfboyd@aol.com,,
DBE,"Fukui Architects, P.C.","Mr. Felix Fukui, Mr. Kento Ohmori",Architectural services,,541310,205 Ross Street  Pittsburgh PA 15219,205 Ross Street  Pittsburgh PA 15219,412-281-6001,412-281-6002,fgf@farpc.com,http://www.farpc.com,
DBE,Fulton Building And Remodeling,Mr. Robert B Fulton,"Provides carpentry services that include building decks, installing drywall, rough and finish carpentry, kitchens, bathrooms, door and windows installation, roofing, and painting",,"238130, 238160, 238310, 238320, 238350",575 Filmore Road  Pittsburgh PA 15221,575 Filmore Road  Pittsburgh PA 15221,412-277-2068,,rbefulton@yahoo.com,,
DBE,"G & D Mechanical, Inc.","Renee M RamirezFreidhof, Gregory Freidhof","Commercial heating, ventilation and air conditioning service, installation, parts and equipment",,238220,325 Seanor Church Road  New Stanton PA 15672,325 Seanor Church Road  New Stanton PA 15672,724-864-8865,724-221-6925,renee@gdhvac.com,,
DBE,"G&C Contracting, Inc.",Mrs. Carie Pecci,"Commercial interior renovation (office buildings, retail, schools) and carpet installation along with resilient floor tile or sheet",,236220,10 Old Timber Trail  Pittsburgh PA 15238,10 Old Timber Trail  Pittsburgh PA 15238,412-967-9850,,gccontracting@comcast.net,,
DBE,GG Polygraph and Interview Services LLC,Ms. Tamara J Hawthorne,"Conducts professional polygraph services for private, legal, and corporate clients to include criminal, pre-employment, post-conviction sex offender, domestic violence offender testing.  Also conducts pre-employment professional interviews for all areas of public safety and other security related industries.",,561611,"445 Fort Pitt Boulevard, Suite LL200  Pittsburgh PA 15219","445 Fort Pitt Boulevard, Suite LL200  Pittsburgh PA 15219",412-979-5911,412-322-3827,GGPolygraphs@InterviewServices.Net,http://www.ggpolygraphservice.com,
DBE,"GLA Water Consultants, Inc.","Ms. Mary C Farmerie, Mr. John J Farmerie","Water treatment for service cooling towers, boilers, and potable water systems",,"238220, 541380",201 Burch Drive  Moon Township PA 15108,201 Burch Drive  Moon Township PA 15108,412-262-4827,412-375-7645,service@glaconsultants.com,http://www.glaconsultants.com,
DBE,"GNC Consulting, Inc.",Garry P Cooper,"Custom computer programming services, data processing, hosting and related services, and other computer related services",,"518210, 541511, 541519",21195 S. LaGrange Road  Frankfort IL 60423,21195 S. LaGrange Road  Frankfort IL 60423,815-469-7255 x201,779-203-9281,garry.cooper@gnc-consulting.com,http://www.gnc-consulting.com,
DBE,"Gella, LLC",Jyothi Gella,"Health care services; temporary staffing, and office administration services",,"561110, 561320, 621111",600 Franklin Street  Johnstown PA 15901,600 Franklin Street  Johnstown PA 15901,814-539-6687,814-539-4026,jyothi@gella-llc.com,http://www.gella-llc.com,
DBE,"Geo-Environmental Drilling Company, Inc.",Deborah A Weible,Environmental and geotechnical drilling services,,"541380, 541990",233 Boda Road  Pittsburgh PA 15147,233 Boda Road  Pittsburgh PA 15147,412-712-1035,412-712-1039,geodaw@aol.com,http://www.geoenv.com,
DBE,"Geodrain Supply, Inc.",Ms. Rita Kriger,Construction materials,,425120,253 Gringo Independence Road  Aliquippa PA 15001,253 Gringo Independence Road  Aliquippa PA 15001,724-375-6879,724-375-2560,geodrain@comcast.net,http://www.geodraininc.com,
DBE,"Geodrain, Inc.",Ms. Rita Kriger,Construction contractor supplying and hauling material to prime/sub contractors. Provides dumpsters for demolition and consultants to engineering firms. Also offers snow removal services.,,"484220, 561320, 561790, 562111",253 Gringo Independence Road  Aliquippa PA 15001,253 Gringo Independence Road  Aliquippa PA 15001,724-375-6879,724-375-2560,geodrain@comcast.net,,
DBE,"Geographical Data Management Service, LLC",Mr. David Jacobs Jr.,"GIS mapping services and analysis, web design, web applications design, GPS data collection, spatial analysis, data and database management, and planning analysis",,"518210, 541370, 541511, 541690",606 Liberty Avenue  Pittsburgh PA 15222,606 Liberty Avenue  Pittsburgh PA 15222,412-606-5859,,david.jacobsjr@yahoo.com,http://www.GDMSCO.com,
DBE,"Gil Berry & Associates, Inc.",Gil Berry,"Program management, construction consultant, real estate developer, general contractor, diversity coordinator, distributor and installer of green roofing products and vegetation, general roof maintenance and training for roof maintenance, environmental consulting services and energy consulting services, testing and analysis services for roofs, roofing contractors, and provider of roofing materials",,"238160, 238310, 423310, 423330, 444190, 531390, 541370, 541611, 541614, 541620, 541690, 611699",2096 Center Street  McKeesport PA 15025,2096 Center Street  McKeesport PA 15025,412-720-1448,,gilberry60@ymail.com,,
DBE,"Glenn Johnston, Inc.","Cara L Harpster, Greg N Johnston","Installation of underground utilities. Site work, paving, and material hauling.",,"237110, 237120, 237210, 237310, 237990, 484110, 484220",1055 Center Street  McKeesport PA 15132,1055 Center Street  McKeesport PA 15132,412-751-4642 x113,412-751-2093,cjharpster@gmail.com,http://www.glennjohnstoninc.com,
DBE,"Go Phleb, LLC",Ms. Phoenix N Moore,"Mobile phlebotomy, mobile notary, onsite DOT and non-DOT drug and alcohol testing services; notary services",,"541199, 621999",1256 Franklin Avenue  Pittsburgh PA 15221,1256 Franklin Avenue  Pittsburgh PA 15221,412-407-3729,,pmoore@gophleb.com,http://www.gophleb.com,
DBE,"Gold Shield Security, Inc.",Donald R Wilson,"Provide armed and unarmed security for businesses, individuals, schools, and housing complexes",,"561611, 561612",817 Main Street  Pittsburgh PA 15215,817 Main Street  Pittsburgh PA 15215,412-758-2020,412-774-2571,goldshieldpgh@gmail.com,http://www.goldshieldpgh.com,
DBE,"Grapevine Laundry, Inc",Mary Beth Graml,"Janitorial and chemical supplier, linen supplier, dry cleaning, industrial launderer",,"423850, 812320, 812331, 812332",2345 Warfel Avenue  Erie PA 16508,2826 State St  Erie PA 16508,814-217-9288 x104,,marybeth@grapevinelaundryandlinens.com,http://grapevinelaundryandlinens.com,
DBE,Gray Waste Management Corporation,Mona DeHonney,"Provides selective and complete demolition, and remediation of asbestos and lead mold in commercial projects",,"238110, 238910, 562910",2510 Main Street  Pittsburgh PA 15235,2510 Main Street  Pittsburgh PA 15235,412-793-8200,412-793-8220,graywastemanagement@comcast.net,,
DBE,"Grayson Law Firm, LLC",Marsha H Grayson,Engaged in general practice of law,,541110,"307 Fourth Avenue, Suite 500  Pittsburgh PA 15222","307 Fourth Avenue, Suite 500  Pittsburgh PA 15222",412-261-5529,412-261-4529,mgrayson@graysonlawfirm-llc.com,,
DBE,Green World Contracting Corp,Henrietta O'Brien,"General contractor specializing in drywall installation, fall protections, carpentry, painting, and finishing",,"238130, 238310, 238320, 238350",67 River Avenue  Natrona PA 15065,67 River Avenue  Natrona PA 15065,724-671-7034,724-671-7035,greenworldcorp@live.com,,
DBE,"Greyeyes Supply Company, LLC",Marsha Greyeyes,"Wholesale trade agents and brokers of construction materials. Cisco Certified Partner Reseller of local area network LAN computer systems integration design services. Cisco Certified Partner-Reseller of security system services and alarm systems. Brick, stone and related construction merchant wholesalers, other construction material merchant wholesalers, metal service centers and other metal merchant wholesalers, warm air heating and air conditioning equipment and supplies merchant wholesaler, and other building material dealers specifically, plumbing fixture and supplies, and electrical supplies. Furniture merchant wholesaler distribution of furniture. Home furnishing merchant wholesaler. Computer and computer peripheral equipment and software merchant wholesaler. Other electronic parts and equipment wholesaler. Other gambling industries, gaming supplier.",,"423210, 423220, 423320, 423390, 423440, 423510, 423690, 423730, 425120, 444190, 561621, 713290","115 Elizabeth Street, Suite B  Cumberland MD 21502","115 Elizabeth Street, Suite B  Cumberland MD 21502",240-362-7174,703-997-1339,marsha@greyeyessupply.com,http://www.greyeyessupply.com,
